,Nitrogen,Phosphorus,Kalium,Temperature,Crop,Crop(ID),Soil_Type,Soil_Type(ID)
3661,50.0,30.0,30.0,25.0,Jowar,Sorgum,Black,Hitam
3662,55.0,30.0,30.0,25.0,Jowar,Sorgum,Black,Hitam
3663,60.0,30.0,30.0,25.0,Jowar,Sorgum,Black,Hitam
3664,65.0,30.0,30.0,25.0,Jowar,Sorgum,Black,Hitam
3665,70.0,30.0,30.0,25.0,Jowar,Sorgum,Black,Hitam
3666,50.0,35.0,35.0,30.0,Jowar,Sorgum,Black,Hitam
3667,55.0,35.0,35.0,30.0,Jowar,Sorgum,Black,Hitam
3668,60.0,35.0,35.0,30.0,Jowar,Sorgum,Black,Hitam
3669,65.0,35.0,35.0,30.0,Jowar,Sorgum,Black,Hitam
3670,70.0,35.0,35.0,30.0,Jowar,Sorgum,Black,Hitam
3671,50.0,40.0,40.0,35.0,Jowar,Sorgum,Black,Hitam
3672,55.0,40.0,40.0,35.0,Jowar,Sorgum,Black,Hitam
3673,60.0,40.0,40.0,35.0,Jowar,Sorgum,Black,Hitam
3674,65.0,40.0,40.0,35.0,Jowar,Sorgum,Black,Hitam
3675,70.0,40.0,40.0,35.0,Jowar,Sorgum,Black,Hitam
3676,50.0,30.0,35.0,25.0,Jowar,Sorgum,Black,Hitam
3677,55.0,30.0,35.0,25.0,Jowar,Sorgum,Black,Hitam
3678,60.0,30.0,35.0,25.0,Jowar,Sorgum,Black,Hitam
3679,65.0,30.0,35.0,25.0,Jowar,Sorgum,Black,Hitam
3680,70.0,30.0,35.0,25.0,Jowar,Sorgum,Black,Hitam
3681,50.0,35.0,40.0,30.0,Jowar,Sorgum,Black,Hitam
3682,55.0,35.0,40.0,30.0,Jowar,Sorgum,Black,Hitam
3683,60.0,35.0,40.0,30.0,Jowar,Sorgum,Black,Hitam
3684,65.0,35.0,40.0,30.0,Jowar,Sorgum,Black,Hitam
3685,70.0,35.0,40.0,30.0,Jowar,Sorgum,Black,Hitam
3686,50.0,40.0,30.0,35.0,Jowar,Sorgum,Black,Hitam
3687,55.0,40.0,30.0,35.0,Jowar,Sorgum,Black,Hitam
3688,60.0,40.0,30.0,35.0,Jowar,Sorgum,Black,Hitam
3689,65.0,40.0,30.0,35.0,Jowar,Sorgum,Black,Hitam
3690,70.0,40.0,30.0,35.0,Jowar,Sorgum,Black,Hitam
3691,50.0,30.0,40.0,25.0,Jowar,Sorgum,Black,Hitam
3692,55.0,30.0,40.0,25.0,Jowar,Sorgum,Black,Hitam
3693,60.0,30.0,40.0,25.0,Jowar,Sorgum,Black,Hitam
3694,65.0,30.0,40.0,25.0,Jowar,Sorgum,Black,Hitam
3695,70.0,30.0,40.0,25.0,Jowar,Sorgum,Black,Hitam
3696,50.0,35.0,30.0,30.0,Jowar,Sorgum,Black,Hitam
3697,55.0,35.0,30.0,30.0,Jowar,Sorgum,Black,Hitam
3698,60.0,35.0,30.0,30.0,Jowar,Sorgum,Black,Hitam
3699,65.0,35.0,30.0,30.0,Jowar,Sorgum,Black,Hitam
3700,70.0,35.0,30.0,30.0,Jowar,Sorgum,Black,Hitam
3701,50.0,40.0,35.0,35.0,Jowar,Sorgum,Black,Hitam
3702,55.0,40.0,35.0,35.0,Jowar,Sorgum,Black,Hitam
3703,60.0,40.0,35.0,35.0,Jowar,Sorgum,Black,Hitam
3704,65.0,40.0,35.0,35.0,Jowar,Sorgum,Black,Hitam
3705,70.0,40.0,35.0,35.0,Jowar,Sorgum,Black,Hitam
3706,21.88,89.27,38.83,16.77,Maize,Jagung,Sandy,Berpasir
3707,33.71,42.91,71.63,12.61,Maize,Jagung,Clay,Lempung
3708,65.33,22.77,91.22,34.78,Maize,Jagung,Saline,Asin
3709,33.34,7.52,58.5,42.77,Maize,Jagung,Peaty,Gambut
3710,147.3,31.62,45.35,31.99,Maize,Jagung,Peaty,Gambut
3711,98.46,16.76,77.34,35.62,Maize,Jagung,Peaty,Gambut
3712,83.63,41.56,66.41,12.74,Maize,Jagung,Peaty,Gambut
3713,18.9,9.16,84.28,29.7,Maize,Jagung,Sandy,Berpasir
3714,109.51,17.14,28.51,20.06,Maize,Jagung,Loamy,Lempung Berpasir
3715,130.83,13.27,61.09,35.13,Maize,Jagung,Silt,Endapan
3716,8.16,27.24,91.77,27.0,Maize,Jagung,Silt,Endapan
3717,24.27,74.86,37.81,43.62,Maize,Jagung,Peaty,Gambut
3718,82.56,81.27,61.37,30.93,Maize,Jagung,Sandy,Berpasir
3719,16.43,15.51,93.03,17.98,Maize,Jagung,Saline,Asin
3720,68.31,79.0,83.61,21.47,Maize,Jagung,Loamy,Lempung Berpasir
3721,103.39,61.83,70.02,37.0,Maize,Jagung,Sandy,Berpasir
3722,119.02,59.26,21.54,29.65,Maize,Jagung,Sandy,Berpasir
3723,18.32,34.7,90.93,13.29,Maize,Jagung,Saline,Asin
3724,147.41,56.27,89.84,21.08,Maize,Jagung,Sandy,Berpasir
3725,105.95,60.4,51.27,11.47,Maize,Jagung,Sandy,Berpasir
3726,144.91,45.23,49.84,43.21,Maize,Jagung,Peaty,Gambut
3727,59.22,27.9,73.41,26.56,Maize,Jagung,Peaty,Gambut
3728,71.94,28.39,10.21,13.72,Maize,Jagung,Sandy,Berpasir
3729,11.52,73.06,96.43,25.89,Maize,Jagung,Peaty,Gambut
3730,7.02,18.82,27.02,19.78,Maize,Jagung,Sandy,Berpasir
3731,54.05,15.39,83.27,34.86,Maize,Jagung,Saline,Asin
3732,34.18,64.08,80.44,14.92,Maize,Jagung,Clay,Lempung
3733,116.55,37.5,40.02,42.78,Maize,Jagung,Saline,Asin
3734,79.08,83.62,92.43,30.53,Maize,Jagung,Sandy,Berpasir
3735,135.97,85.12,10.19,32.75,Maize,Jagung,Silt,Endapan
3736,6.07,8.23,19.51,40.99,Maize,Jagung,Silt,Endapan
3737,7.17,37.3,61.27,43.98,Maize,Jagung,Silt,Endapan
3738,102.59,74.15,40.08,22.96,Maize,Jagung,Saline,Asin
3739,86.54,88.52,52.42,32.38,Maize,Jagung,Peaty,Gambut
3740,133.37,63.64,88.55,20.24,Maize,Jagung,Loamy,Lempung Berpasir
3741,106.82,45.55,23.33,36.01,Maize,Jagung,Clay,Lempung
3742,127.2,67.66,80.21,21.57,Maize,Jagung,Peaty,Gambut
3743,62.93,51.1,97.88,18.47,Maize,Jagung,Clay,Lempung
3744,94.59,66.62,59.86,12.48,Maize,Jagung,Peaty,Gambut
3745,108.76,31.81,76.32,23.96,Maize,Jagung,Clay,Lempung
3746,121.88,78.07,37.38,14.43,Maize,Jagung,Clay,Lempung
3747,34.67,75.18,37.95,37.43,Maize,Jagung,Saline,Asin
3748,116.86,45.94,81.42,18.09,Maize,Jagung,Silt,Endapan
3749,59.62,30.39,26.04,15.32,Maize,Jagung,Sandy,Berpasir
3750,131.12,20.39,25.4,17.25,Maize,Jagung,Clay,Lempung
3751,109.01,47.22,53.07,25.07,Maize,Jagung,Loamy,Lempung Berpasir
3752,97.16,42.66,37.57,39.37,Maize,Jagung,Silt,Endapan
3753,99.5,31.44,41.19,16.87,Maize,Jagung,Sandy,Berpasir
3754,90.57,85.34,69.73,14.87,Maize,Jagung,Clay,Lempung
3755,137.87,68.49,12.8,11.64,Maize,Jagung,Loamy,Lempung Berpasir
3756,109.82,50.39,82.72,40.97,Maize,Jagung,Peaty,Gambut
3757,129.1,18.29,32.75,16.79,Maize,Jagung,Silt,Endapan
3758,113.72,65.9,46.42,12.63,Maize,Jagung,Sandy,Berpasir
3759,7.6,58.44,20.9,33.97,Maize,Jagung,Loamy,Lempung Berpasir
3760,112.3,28.98,81.97,27.23,Maize,Jagung,Silt,Endapan
3761,118.97,65.68,49.6,13.17,Maize,Jagung,Peaty,Gambut
3762,88.76,23.99,42.56,14.95,Maize,Jagung,Loamy,Lempung Berpasir
3763,14.64,47.53,34.62,34.62,Maize,Jagung,Peaty,Gambut
3764,29.24,76.32,96.0,29.23,Maize,Jagung,Loamy,Lempung Berpasir
3765,43.96,7.32,43.78,18.33,Maize,Jagung,Saline,Asin
3766,11.17,37.04,60.99,15.92,Maize,Jagung,Peaty,Gambut
3767,74.93,24.34,65.53,20.68,Maize,Jagung,Loamy,Lempung Berpasir
3768,79.99,85.9,78.16,29.99,Maize,Jagung,Silt,Endapan
3769,28.65,40.4,57.44,28.75,Maize,Jagung,Clay,Lempung
3770,5.96,30.03,99.24,18.38,Maize,Jagung,Peaty,Gambut
3771,130.7,14.54,98.65,24.01,Maize,Jagung,Silt,Endapan
3772,66.05,75.81,95.11,10.4,Maize,Jagung,Loamy,Lempung Berpasir
3773,62.43,68.51,49.61,29.6,Maize,Jagung,Sandy,Berpasir
3774,109.71,81.28,52.47,36.48,Maize,Jagung,Peaty,Gambut
3775,25.83,25.41,34.79,40.4,Maize,Jagung,Peaty,Gambut
3776,106.72,55.8,73.28,10.7,Maize,Jagung,Silt,Endapan
3777,46.89,83.86,71.83,23.84,Maize,Jagung,Sandy,Berpasir
3778,106.8,14.67,21.87,15.05,Maize,Jagung,Saline,Asin
3779,29.98,65.75,82.06,43.29,Maize,Jagung,Saline,Asin
3780,10.82,43.93,46.57,12.72,Maize,Jagung,Sandy,Berpasir
3781,115.24,87.11,27.47,40.19,Maize,Jagung,Clay,Lempung
3782,27.59,61.4,17.02,26.14,Maize,Jagung,Saline,Asin
3783,94.02,48.56,81.35,33.46,Maize,Jagung,Clay,Lempung
3784,106.59,65.1,77.56,12.68,Maize,Jagung,Clay,Lempung
3785,138.44,21.47,70.67,21.82,Maize,Jagung,Sandy,Berpasir
3786,111.3,68.67,26.86,37.78,Maize,Jagung,Loamy,Lempung Berpasir
3787,113.86,35.76,27.65,14.45,Maize,Jagung,Silt,Endapan
3788,100.76,48.32,34.65,33.36,Maize,Jagung,Peaty,Gambut
3789,139.59,25.68,18.15,17.13,Maize,Jagung,Saline,Asin
3790,129.78,13.29,65.32,40.21,Maize,Jagung,Silt,Endapan
3791,27.19,35.24,95.65,12.22,Maize,Jagung,Saline,Asin
3792,64.22,15.35,61.96,37.53,Maize,Jagung,Saline,Asin
3793,73.86,63.22,14.57,14.83,Maize,Jagung,Saline,Asin
3794,138.12,22.23,98.76,10.82,Maize,Jagung,Silt,Endapan
3795,16.57,87.61,91.06,41.69,Maize,Jagung,Loamy,Lempung Berpasir
3796,63.2,23.29,43.19,28.29,Maize,Jagung,Sandy,Berpasir
3797,37.81,48.72,62.18,39.63,Maize,Jagung,Saline,Asin
3798,38.7,24.2,32.82,28.34,Maize,Jagung,Clay,Lempung
3799,117.44,68.0,52.19,38.79,Maize,Jagung,Peaty,Gambut
3800,19.65,42.39,94.78,25.43,Maize,Jagung,Sandy,Berpasir
3801,147.9,22.54,34.36,32.51,Maize,Jagung,Sandy,Berpasir
3802,105.59,84.71,58.71,13.72,Maize,Jagung,Loamy,Lempung Berpasir
3803,131.0,35.94,31.01,30.58,Maize,Jagung,Silt,Endapan
3804,67.17,68.34,99.45,17.23,Maize,Jagung,Silt,Endapan
3805,39.23,20.53,95.47,17.27,Maize,Jagung,Saline,Asin
3806,121.19,43.12,67.2,18.42,Maize,Jagung,Sandy,Berpasir
3807,34.87,59.57,29.68,29.05,Maize,Jagung,Silt,Endapan
3808,143.43,32.1,49.88,10.24,Maize,Jagung,Peaty,Gambut
3809,30.88,84.16,99.19,22.21,Maize,Jagung,Clay,Lempung
3810,118.44,77.13,33.58,15.33,Maize,Jagung,Clay,Lempung
3811,56.21,76.32,68.26,16.86,Maize,Jagung,Peaty,Gambut
3812,138.9,66.29,26.81,13.44,Maize,Jagung,Sandy,Berpasir
3813,41.74,69.94,92.81,36.18,Maize,Jagung,Saline,Asin
3814,11.02,8.72,62.88,34.23,Maize,Jagung,Peaty,Gambut
3815,21.93,24.1,89.95,12.73,Maize,Jagung,Sandy,Berpasir
3816,39.63,62.23,28.81,17.59,Maize,Jagung,Silt,Endapan
3817,97.36,57.28,42.78,29.37,Maize,Jagung,Peaty,Gambut
3818,43.53,17.13,50.55,14.9,Maize,Jagung,Saline,Asin
3819,113.69,45.55,52.3,38.04,Maize,Jagung,Sandy,Berpasir
3820,142.06,32.92,93.23,13.42,Maize,Jagung,Sandy,Berpasir
3821,109.2,69.93,89.74,14.77,Maize,Jagung,Silt,Endapan
3822,60.53,87.63,40.19,29.31,Maize,Jagung,Sandy,Berpasir
3823,69.59,40.72,44.58,32.13,Maize,Jagung,Loamy,Lempung Berpasir
3824,142.11,32.17,85.63,14.92,Maize,Jagung,Loamy,Lempung Berpasir
3825,84.46,74.56,72.5,15.32,Maize,Jagung,Sandy,Berpasir
3826,70.77,42.98,41.28,31.12,Maize,Jagung,Saline,Asin
3827,62.25,68.98,20.17,38.97,Maize,Jagung,Silt,Endapan
3828,17.47,49.27,64.08,28.59,Maize,Jagung,Silt,Endapan
3829,65.85,21.11,72.13,11.83,Maize,Jagung,Clay,Lempung
3830,121.45,37.65,63.08,32.64,Maize,Jagung,Clay,Lempung
3831,64.6,59.31,86.36,20.28,Maize,Jagung,Silt,Endapan
3832,133.86,29.09,70.99,37.21,Maize,Jagung,Loamy,Lempung Berpasir
3833,72.05,78.2,20.69,18.33,Maize,Jagung,Clay,Lempung
3834,69.18,29.5,24.08,30.85,Maize,Jagung,Peaty,Gambut
3835,40.38,73.79,79.61,26.14,Maize,Jagung,Sandy,Berpasir
3836,90.13,12.49,94.92,28.33,Maize,Jagung,Saline,Asin
3837,143.5,15.98,58.59,10.81,Maize,Jagung,Clay,Lempung
3838,79.68,34.27,52.96,22.99,Maize,Jagung,Sandy,Berpasir
3839,73.13,53.93,18.07,44.65,Maize,Jagung,Loamy,Lempung Berpasir
3840,61.61,34.23,88.88,32.82,Maize,Jagung,Silt,Endapan
3841,47.67,7.7,70.28,24.04,Maize,Jagung,Saline,Asin
3842,140.58,63.43,17.62,22.79,Maize,Jagung,Clay,Lempung
3843,25.0,12.35,69.75,43.72,Maize,Jagung,Loamy,Lempung Berpasir
3844,64.77,73.81,59.8,30.86,Maize,Jagung,Clay,Lempung
3845,86.75,42.58,25.16,23.78,Maize,Jagung,Saline,Asin
3846,77.22,40.97,46.57,35.46,Maize,Jagung,Loamy,Lempung Berpasir
3847,55.06,34.83,82.16,34.54,Maize,Jagung,Saline,Asin
3848,141.7,80.08,51.38,16.87,Maize,Jagung,Clay,Lempung
3849,106.63,67.75,92.4,44.42,Maize,Jagung,Silt,Endapan
3850,99.06,84.71,70.31,13.84,Maize,Jagung,Sandy,Berpasir
3851,110.61,37.54,30.99,10.96,Maize,Jagung,Saline,Asin
3852,123.65,81.54,36.58,21.0,Maize,Jagung,Sandy,Berpasir
3853,84.03,11.12,93.75,28.27,Maize,Jagung,Clay,Lempung
3854,117.89,88.91,89.49,31.64,Maize,Jagung,Silt,Endapan
3855,134.62,46.68,88.39,41.51,Maize,Jagung,Sandy,Berpasir
3856,13.65,14.26,80.56,32.38,Maize,Jagung,Silt,Endapan
3857,53.47,52.86,92.62,20.23,Maize,Jagung,Loamy,Lempung Berpasir
3858,29.88,35.4,60.61,19.85,Maize,Jagung,Loamy,Lempung Berpasir
3859,79.62,49.11,38.33,18.48,Maize,Jagung,Saline,Asin
3860,23.17,41.45,69.9,30.32,Maize,Jagung,Silt,Endapan
3861,49.2,56.54,26.94,16.36,Maize,Jagung,Silt,Endapan
3862,86.12,67.91,91.42,36.69,Maize,Jagung,Silt,Endapan
3863,125.89,9.59,11.56,43.61,Maize,Jagung,Clay,Lempung
3864,137.73,55.16,85.78,37.64,Maize,Jagung,Sandy,Berpasir
3865,24.22,82.8,98.41,24.46,Maize,Jagung,Silt,Endapan
3866,87.15,47.27,33.61,36.04,Maize,Jagung,Loamy,Lempung Berpasir
3867,139.05,61.34,73.88,28.32,Maize,Jagung,Sandy,Berpasir
3868,20.25,66.08,80.06,25.44,Maize,Jagung,Loamy,Lempung Berpasir
3869,19.71,6.58,45.66,15.11,Maize,Jagung,Sandy,Berpasir
3870,113.06,51.29,65.48,30.91,Maize,Jagung,Clay,Lempung
3871,100.17,79.35,16.83,21.79,Maize,Jagung,Loamy,Lempung Berpasir
3872,128.48,36.8,60.47,26.92,Maize,Jagung,Silt,Endapan
3873,101.21,32.25,71.69,42.97,Maize,Jagung,Clay,Lempung
3874,65.22,65.52,87.87,26.21,Maize,Jagung,Silt,Endapan
3875,42.1,30.75,14.71,37.65,Maize,Jagung,Saline,Asin
3876,100.82,61.57,14.32,32.58,Maize,Jagung,Sandy,Berpasir
3877,132.52,24.62,56.37,10.05,Maize,Jagung,Sandy,Berpasir
3878,25.01,43.41,74.21,19.72,Maize,Jagung,Loamy,Lempung Berpasir
3879,100.72,50.77,92.49,14.74,Maize,Jagung,Silt,Endapan
3880,83.18,84.32,58.58,18.44,Maize,Jagung,Clay,Lempung
3881,6.7,33.86,48.73,22.25,Maize,Jagung,Loamy,Lempung Berpasir
3882,14.47,34.5,62.36,29.41,Maize,Jagung,Silt,Endapan
3883,102.14,37.42,53.58,43.19,Maize,Jagung,Clay,Lempung
3884,31.67,53.29,74.63,42.62,Maize,Jagung,Saline,Asin
3885,40.37,48.57,62.01,20.88,Maize,Jagung,Clay,Lempung
3886,126.39,72.39,32.59,13.73,Maize,Jagung,Loamy,Lempung Berpasir
3887,104.67,82.98,66.62,19.96,Maize,Jagung,Clay,Lempung
3888,61.27,19.62,34.47,16.57,Maize,Jagung,Clay,Lempung
3889,130.06,85.16,10.52,11.1,Maize,Jagung,Sandy,Berpasir
3890,65.04,51.25,67.46,16.61,Maize,Jagung,Saline,Asin
3891,76.87,30.69,37.93,12.23,Maize,Jagung,Peaty,Gambut
3892,58.71,39.16,50.51,14.19,Maize,Jagung,Clay,Lempung
3893,92.59,39.87,57.66,32.48,Maize,Jagung,Silt,Endapan
3894,27.79,66.58,16.71,11.46,Maize,Jagung,Sandy,Berpasir
3895,30.01,40.82,71.27,22.08,Maize,Jagung,Silt,Endapan
3896,145.78,60.95,36.96,18.6,Maize,Jagung,Silt,Endapan
3897,13.72,5.05,37.9,20.48,Maize,Jagung,Loamy,Lempung Berpasir
3898,134.2,13.59,33.17,20.56,Maize,Jagung,Sandy,Berpasir
3899,36.39,44.06,21.95,20.7,Maize,Jagung,Peaty,Gambut
3900,116.68,64.34,39.67,14.89,Maize,Jagung,Loamy,Lempung Berpasir
3901,122.02,76.72,49.8,38.78,Maize,Jagung,Loamy,Lempung Berpasir
3902,59.26,84.32,91.76,38.98,Maize,Jagung,Clay,Lempung
3903,77.98,62.68,96.75,40.76,Maize,Jagung,Peaty,Gambut
3904,23.2,62.97,26.34,24.54,Maize,Jagung,Peaty,Gambut
3905,40.11,43.52,28.93,28.52,Maize,Jagung,Peaty,Gambut
3906,129.12,35.93,94.09,26.27,Maize,Jagung,Peaty,Gambut
3907,72.38,39.02,29.73,32.5,Maize,Jagung,Saline,Asin
3908,76.39,33.65,59.66,14.95,Maize,Jagung,Loamy,Lempung Berpasir
3909,73.4,89.57,68.55,29.95,Maize,Jagung,Peaty,Gambut
3910,49.45,52.54,68.72,41.69,Maize,Jagung,Sandy,Berpasir
3911,131.41,37.77,82.85,21.02,Maize,Jagung,Clay,Lempung
3912,80.28,35.22,83.45,21.02,Maize,Jagung,Silt,Endapan
3913,77.86,78.95,21.02,20.89,Maize,Jagung,Silt,Endapan
3914,66.76,83.96,74.23,30.87,Maize,Jagung,Loamy,Lempung Berpasir
3915,19.21,6.82,70.46,14.15,Maize,Jagung,Loamy,Lempung Berpasir
3916,7.89,51.16,95.78,37.77,Maize,Jagung,Loamy,Lempung Berpasir
3917,72.33,58.79,64.96,16.83,Maize,Jagung,Saline,Asin
3918,10.9,30.31,59.68,16.92,Maize,Jagung,Clay,Lempung
3919,145.28,65.55,59.65,41.35,Maize,Jagung,Silt,Endapan
3920,112.91,21.1,45.32,14.65,Maize,Jagung,Loamy,Lempung Berpasir
3921,39.07,81.68,36.65,12.25,Maize,Jagung,Saline,Asin
3922,146.71,51.62,18.59,42.4,Maize,Jagung,Clay,Lempung
3923,119.49,35.04,26.34,18.37,Maize,Jagung,Silt,Endapan
3924,9.51,19.67,32.11,41.57,Maize,Jagung,Clay,Lempung
3925,84.85,6.58,55.87,28.78,Maize,Jagung,Silt,Endapan
3926,138.11,51.71,69.26,21.75,Maize,Jagung,Peaty,Gambut
3927,41.31,46.1,82.81,34.03,Maize,Jagung,Clay,Lempung
3928,73.25,20.2,21.55,13.66,Maize,Jagung,Silt,Endapan
3929,97.01,61.34,11.76,34.15,Maize,Jagung,Saline,Asin
3930,92.35,81.04,75.89,15.09,Maize,Jagung,Saline,Asin
3931,71.18,88.84,35.42,11.24,Maize,Jagung,Sandy,Berpasir
3932,99.08,40.76,15.73,20.83,Maize,Jagung,Sandy,Berpasir
3933,69.05,64.84,74.38,42.17,Maize,Jagung,Saline,Asin
3934,12.11,15.18,36.9,20.9,Maize,Jagung,Peaty,Gambut
3935,104.86,29.98,53.96,38.21,Maize,Jagung,Silt,Endapan
3936,97.09,47.16,26.45,25.47,Maize,Jagung,Sandy,Berpasir
3937,91.89,61.26,10.05,15.43,Maize,Jagung,Peaty,Gambut
3938,111.25,58.87,19.69,31.0,Maize,Jagung,Clay,Lempung
3939,68.43,57.61,73.39,39.74,Maize,Jagung,Peaty,Gambut
3940,65.36,15.9,57.43,35.8,Maize,Jagung,Clay,Lempung
3941,139.31,84.76,35.91,28.12,Maize,Jagung,Clay,Lempung
3942,113.78,13.26,18.25,14.3,Maize,Jagung,Peaty,Gambut
3943,132.12,73.22,76.36,39.67,Maize,Jagung,Sandy,Berpasir
3944,35.08,50.66,42.51,35.75,Maize,Jagung,Peaty,Gambut
3945,55.56,62.12,81.64,27.54,Maize,Jagung,Sandy,Berpasir
3946,79.99,38.86,35.33,14.24,Maize,Jagung,Silt,Endapan
3947,28.62,82.63,48.11,35.3,Maize,Jagung,Sandy,Berpasir
3948,25.21,57.03,17.92,44.18,Maize,Jagung,Sandy,Berpasir
3949,25.6,24.13,38.17,13.88,Maize,Jagung,Sandy,Berpasir
3950,100.39,30.51,84.48,26.11,Maize,Jagung,Clay,Lempung
3951,92.2,27.07,43.02,13.45,Maize,Jagung,Sandy,Berpasir
3952,146.06,28.73,46.94,40.02,Maize,Jagung,Saline,Asin
3953,84.37,80.02,40.2,43.15,Maize,Jagung,Saline,Asin
3954,87.65,36.75,37.54,20.86,Maize,Jagung,Loamy,Lempung Berpasir
3955,89.36,86.02,86.29,40.88,Maize,Jagung,Saline,Asin
3956,46.62,23.44,66.08,11.69,Maize,Jagung,Sandy,Berpasir
3957,21.0,26.12,56.85,25.3,Maize,Jagung,Sandy,Berpasir
3958,66.62,43.89,29.27,21.63,Maize,Jagung,Sandy,Berpasir
3959,113.47,69.7,14.06,27.0,Maize,Jagung,Peaty,Gambut
3960,96.08,89.69,34.85,31.4,Maize,Jagung,Silt,Endapan
3961,91.13,49.04,13.79,34.0,Maize,Jagung,Loamy,Lempung Berpasir
3962,31.76,58.95,54.58,16.22,Maize,Jagung,Peaty,Gambut
3963,74.95,39.55,24.35,35.46,Maize,Jagung,Saline,Asin
3964,40.57,66.67,57.43,29.92,Maize,Jagung,Loamy,Lempung Berpasir
3965,19.21,62.39,33.23,33.48,Maize,Jagung,Loamy,Lempung Berpasir
3966,54.67,64.89,98.54,10.97,Maize,Jagung,Clay,Lempung
3967,66.72,44.81,69.9,29.9,Maize,Jagung,Clay,Lempung
3968,49.58,83.09,82.38,43.54,Maize,Jagung,Silt,Endapan
3969,64.85,19.14,32.42,23.0,Maize,Jagung,Sandy,Berpasir
3970,66.35,36.61,74.31,22.86,Maize,Jagung,Clay,Lempung
3971,68.64,60.78,60.37,13.6,Maize,Jagung,Sandy,Berpasir
3972,146.93,58.89,12.54,19.45,Maize,Jagung,Peaty,Gambut
3973,113.61,69.94,21.32,20.58,Maize,Jagung,Sandy,Berpasir
3974,118.76,47.27,82.32,24.17,Maize,Jagung,Sandy,Berpasir
3975,101.23,62.04,95.4,24.52,Maize,Jagung,Clay,Lempung
3976,140.62,10.7,65.1,43.44,Maize,Jagung,Loamy,Lempung Berpasir
3977,59.8,72.41,53.64,31.54,Maize,Jagung,Silt,Endapan
3978,72.72,61.78,80.9,37.57,Maize,Jagung,Loamy,Lempung Berpasir
3979,87.17,61.8,94.31,38.91,Maize,Jagung,Sandy,Berpasir
3980,16.41,46.32,75.12,29.25,Maize,Jagung,Sandy,Berpasir
3981,74.63,51.93,31.21,23.53,Maize,Jagung,Clay,Lempung
3982,29.92,16.67,12.13,39.65,Maize,Jagung,Silt,Endapan
3983,76.95,72.1,45.87,33.88,Maize,Jagung,Peaty,Gambut
3984,28.42,17.16,86.13,19.92,Maize,Jagung,Peaty,Gambut
3985,62.77,62.35,27.99,36.59,Maize,Jagung,Clay,Lempung
3986,85.03,69.64,27.0,37.41,Maize,Jagung,Silt,Endapan
3987,125.51,22.99,27.25,22.78,Maize,Jagung,Sandy,Berpasir
3988,42.17,29.74,53.32,14.6,Maize,Jagung,Saline,Asin
3989,117.16,66.13,86.99,29.0,Maize,Jagung,Silt,Endapan
3990,41.79,63.96,13.51,37.78,Maize,Jagung,Clay,Lempung
3991,27.6,84.58,36.08,19.61,Maize,Jagung,Silt,Endapan
3992,93.66,25.22,80.51,38.2,Maize,Jagung,Clay,Lempung
3993,107.87,41.53,79.94,14.1,Maize,Jagung,Peaty,Gambut
3994,77.36,79.78,22.73,40.81,Maize,Jagung,Sandy,Berpasir
3995,78.42,81.19,79.63,41.81,Maize,Jagung,Sandy,Berpasir
3996,145.47,66.81,68.64,33.43,Maize,Jagung,Loamy,Lempung Berpasir
3997,50.1,43.81,46.57,31.78,Maize,Jagung,Sandy,Berpasir
3998,91.92,61.87,10.23,43.69,Maize,Jagung,Peaty,Gambut
3999,75.75,22.07,29.73,41.6,Maize,Jagung,Sandy,Berpasir
4000,19.93,55.8,80.54,24.53,Maize,Jagung,Silt,Endapan
4001,53.95,89.03,73.38,16.31,Maize,Jagung,Saline,Asin
4002,7.58,83.33,27.63,31.33,Maize,Jagung,Sandy,Berpasir
4003,137.7,59.41,44.87,18.78,Maize,Jagung,Loamy,Lempung Berpasir
4004,5.01,24.49,92.48,12.22,Maize,Jagung,Silt,Endapan
4005,111.33,17.63,84.68,29.96,Maize,Jagung,Loamy,Lempung Berpasir
4006,15.7,53.93,66.71,11.08,Maize,Jagung,Silt,Endapan
4007,24.3,36.38,11.95,18.02,Maize,Jagung,Silt,Endapan
4008,148.22,55.94,57.66,14.8,Maize,Jagung,Clay,Lempung
4009,10.83,64.39,25.26,33.22,Maize,Jagung,Sandy,Berpasir
4010,61.18,19.74,14.49,21.08,Maize,Jagung,Sandy,Berpasir
4011,120.3,11.62,89.55,32.17,Maize,Jagung,Silt,Endapan
4012,144.13,61.15,75.02,20.15,Maize,Jagung,Silt,Endapan
4013,142.83,51.6,36.33,20.58,Maize,Jagung,Silt,Endapan
4014,120.71,21.76,20.95,36.53,Maize,Jagung,Clay,Lempung
4015,148.74,28.78,50.89,37.85,Maize,Jagung,Saline,Asin
4016,119.1,71.72,63.77,18.53,Maize,Jagung,Silt,Endapan
4017,9.81,53.33,78.33,19.97,Maize,Jagung,Loamy,Lempung Berpasir
4018,55.8,50.55,71.44,28.71,Maize,Jagung,Loamy,Lempung Berpasir
4019,133.72,26.84,99.12,38.08,Maize,Jagung,Sandy,Berpasir
4020,80.04,81.89,62.23,16.27,Maize,Jagung,Peaty,Gambut
4021,57.97,83.22,43.76,27.08,Maize,Jagung,Clay,Lempung
4022,125.42,63.19,44.97,41.86,Maize,Jagung,Silt,Endapan
4023,123.27,86.08,31.4,20.38,Maize,Jagung,Sandy,Berpasir
4024,129.78,31.68,87.01,25.18,Maize,Jagung,Silt,Endapan
